Datetime,Open,High,Low,Close
2024-01-01 03:00:00,1.34787,1.34787,1.34787,1.34787
2024-01-01 03:05:00,1.34787,1.34799,1.34799,1.34799
2024-01-01 03:10:00,1.34799,1.34794,1.34794,1.34794
2024-01-01 03:15:00,1.34794,1.34772,1.34772,1.34772
2024-01-01 03:20:00,1.34772,1.34734,1.34734,1.34734
2024-01-01 03:25:00,1.34734,1.3468,1.3468,1.3468
2024-01-01 03:30:00,1.3468,1.3461,1.3461,1.3461
2024-01-01 03:35:00,1.3461,1.34524,1.34524,1.34524
2024-01-01 03:40:00,1.34524,1.34424,1.34424,1.34424
2024-01-01 03:45:00,1.34424,1.3431,1.3431,1.3431
2024-01-01 03:50:00,1.3431,1.34182,1.34182,1.34182
2024-01-01 03:55:00,1.34182,1.34042,1.34042,1.34042
2024-01-01 04:00:00,1.33891,1.33891,1.33891,1.33891
2024-01-01 04:05:00,1.33891,1.33729,1.33729,1.33729
2024-01-01 04:10:00,1.33729,1.33558,1.33558,1.33558
2024-01-01 04:15:00,1.33558,1.33379,1.33379,1.33379
2024-01-01 04:20:00,1.33379,1.33193,1.33193,1.33193
2024-01-01 04:25:00,1.33193,1.33002,1.33002,1.33002
2024-01-01 04:30:00,1.33002,1.32806,1.32806,1.32806
2024-01-01 04:35:00,1.32806,1.32608,1.32608,1.32608
2024-01-01 04:40:00,1.32608,1.32408,1.32408,1.32408
2024-01-01 04:45:00,1.32408,1.32208,1.32208,1.32208
2024-01-01 04:50:00,1.32208,1.3201,1.3201,1.3201
2024-01-01 04:55:00,1.3201,1.31814,1.31814,1.31814
2024-01-01 05:00:00,1.31622,1.31622,1.31622,1.31622
2024-01-01 05:05:00,1.31622,1.31436,1.31436,1.31436
2024-01-01 05:10:00,1.31436,1.31256,1.31256,1.31256
2024-01-01 05:15:00,1.31256,1.31084,1.31084,1.31084
2024-01-01 05:20:00,1.31084,1.30922,1.30922,1.30922
2024-01-01 05:25:00,1.30922,1.30769,1.30769,1.30769
2024-01-01 05:30:00,1.30769,1.30628,1.30628,1.30628
2024-01-01 05:35:00,1.30628,1.30499,1.30499,1.30499
2024-01-01 05:40:00,1.30499,1.30384,1.30384,1.30384
2024-01-01 05:45:00,1.30384,1.30282,1.30282,1.30282
2024-01-01 05:50:00,1.30282,1.30195,1.30195,1.30195
2024-01-01 05:55:00,1.30195,1.30123,1.30123,1.30123
2024-01-01 06:00:00,1.30068,1.30068,1.30068,1.30068
2024-01-01 06:05:00,1.30068,1.30028,1.30028,1.30028
2024-01-01 06:10:00,1.30028,1.30005,1.30005,1.30005
2024-01-01 06:15:00,1.30005,1.29998,1.29998,1.29998
2024-01-01 06:20:00,1.29998,1.30008,1.30008,1.30008
2024-01-01 06:25:00,1.30008,1.30035,1.30035,1.30035
2024-01-01 06:30:00,1.30035,1.30078,1.30078,1.30078
2024-01-01 06:35:00,1.30078,1.30137,1.30137,1.30137
2024-01-01 06:40:00,1.30137,1.30212,1.30212,1.30212
2024-01-01 06:45:00,1.30212,1.30302,1.30302,1.30302
2024-01-01 06:50:00,1.30302,1.30406,1.30406,1.30406
2024-01-01 06:55:00,1.30406,1.30525,1.30525,1.30525
2024-01-01 07:00:00,1.30656,1.30656,1.30656,1.30656
2024-01-01 07:05:00,1.30656,1.30799,1.30799,1.30799
2024-01-01 07:10:00,1.30799,1.30954,1.30954,1.30954
2024-01-01 07:15:00,1.30954,1.31119,1.31119,1.31119
2024-01-01 07:20:00,1.31119,1.31292,1.31292,1.31292
2024-01-01 07:25:00,1.31292,1.31473,1.31473,1.31473
2024-01-01 07:30:00,1.31473,1.31661,1.31661,1.31661
2024-01-01 07:35:00,1.31661,1.31854,1.31854,1.31854
2024-01-01 07:40:00,1.31854,1.3205,1.3205,1.3205
2024-01-01 07:45:00,1.3205,1.32249,1.32249,1.32249
2024-01-01 07:50:00,1.32249,1.32449,1.32449,1.32449
2024-01-01 07:55:00,1.32449,1.32649,1.32649,1.32649
2024-01-01 08:00:00,1.32847,1.32847,1.32847,1.32847
2024-01-01 08:05:00,1.32847,1.33041,1.33041,1.33041
2024-01-01 08:10:00,1.33041,1.33232,1.33232,1.33232
2024-01-01 08:15:00,1.33232,1.33416,1.33416,1.33416
2024-01-01 08:20:00,1.33416,1.33594,1.33594,1.33594
2024-01-01 08:25:00,1.33594,1.33763,1.33763,1.33763
2024-01-01 08:30:00,1.33763,1.33922,1.33922,1.33922
2024-01-01 08:35:00,1.33922,1.34072,1.34072,1.34072
2024-01-01 08:40:00,1.34072,1.34209,1.34209,1.34209
2024-01-01 08:45:00,1.34209,1.34334,1.34334,1.34334
2024-01-01 08:50:00,1.34334,1.34446,1.34446,1.34446
2024-01-01 08:55:00,1.34446,1.34543,1.34543,1.34543
2024-01-01 09:00:00,1.34625,1.34625,1.34625,1.34625
2024-01-01 09:05:00,1.34625,1.34692,1.34692,1.34692
2024-01-01 09:10:00,1.34692,1.34743,1.34743,1.34743
2024-01-01 09:15:00,1.34743,1.34778,1.34778,1.34778
2024-01-01 09:20:00,1.34778,1.34796,1.34796,1.34796
2024-01-01 09:25:00,1.34796,1.34798,1.34798,1.34798
2024-01-01 09:30:00,1.34798,1.34783,1.34783,1.34783
2024-01-01 09:35:00,1.34783,1.34751,1.34751,1.34751
2024-01-01 09:40:00,1.34751,1.34703,1.34703,1.34703
2024-01-01 09:45:00,1.34703,1.3464,1.3464,1.3464
2024-01-01 09:50:00,1.3464,1.3456,1.3456,1.3456
2024-01-01 09:55:00,1.3456,1.34466,1.34466,1.34466
2024-01-01 10:00:00,1.34357,1.34357,1.34357,1.34357
2024-01-01 10:05:00,1.34357,1.34234,1.34234,1.34234
2024-01-01 10:10:00,1.34234,1.34099,1.34099,1.34099
2024-01-01 10:15:00,1.34099,1.33952,1.33952,1.33952
2024-01-01 10:20:00,1.33952,1.33795,1.33795,1.33795
2024-01-01 10:25:00,1.33795,1.33627,1.33627,1.33627
2024-01-01 10:30:00,1.33627,1.33451,1.33451,1.33451
2024-01-01 10:35:00,1.33451,1.33268,1.33268,1.33268
2024-01-01 10:40:00,1.33268,1.33079,1.33079,1.33079
2024-01-01 10:45:00,1.33079,1.32885,1.32885,1.32885
2024-01-01 10:50:00,1.32885,1.32687,1.32687,1.32687
2024-01-01 10:55:00,1.32687,1.32488,1.32488,1.32488
2024-01-01 11:00:00,1.32288,1.32288,1.32288,1.32288
2024-01-01 11:05:00,1.32288,1.32089,1.32089,1.32089
2024-01-01 11:10:00,1.32089,1.31892,1.31892,1.31892
2024-01-01 11:15:00,1.31892,1.31698,1.31698,1.31698
2024-01-01 11:20:00,1.31698,1.31509,1.31509,1.31509
2024-01-01 11:25:00,1.31509,1.31327,1.31327,1.31327
2024-01-01 11:30:00,1.31327,1.31152,1.31152,1.31152
2024-01-01 11:35:00,1.31152,1.30985,1.30985,1.30985
2024-01-01 11:40:00,1.30985,1.30829,1.30829,1.30829
2024-01-01 11:45:00,1.30829,1.30683,1.30683,1.30683
2024-01-01 11:50:00,1.30683,1.30549,1.30549,1.30549
2024-01-01 11:55:00,1.30549,1.30428,1.30428,1.30428
2024-01-01 12:00:00,1.30321,1.30321,1.30321,1.30321
2024-01-01 12:05:00,1.30321,1.30228,1.30228,1.30228
2024-01-01 12:10:00,1.30228,1.3015,1.3015,1.3015
2024-01-01 12:15:00,1.3015,1.30088,1.30088,1.30088
2024-01-01 12:20:00,1.30088,1.30042,1.30042,1.30042
2024-01-01 12:25:00,1.30042,1.30012,1.30012,1.30012
2024-01-01 12:30:00,1.30012,1.29999,1.29999,1.29999
2024-01-01 12:35:00,1.29999,1.30002,1.30002,1.30002
2024-01-01 12:40:00,1.30002,1.30022,1.30022,1.30022
2024-01-01 12:45:00,1.30022,1.30059,1.30059,1.30059
2024-01-01 12:50:00,1.30059,1.30111,1.30111,1.30111
2024-01-01 12:55:00,1.30111,1.3018,1.3018,1.3018
2024-01-01 13:00:00,1.30264,1.30264,1.30264,1.30264
2024-01-01 13:05:00,1.30264,1.30363,1.30363,1.30363
2024-01-01 13:10:00,1.30363,1.30476,1.30476,1.30476
2024-01-01 13:15:00,1.30476,1.30602,1.30602,1.30602
2024-01-01 13:20:00,1.30602,1.30741,1.30741,1.30741
2024-01-01 13:25:00,1.30741,1.30891,1.30891,1.30891
2024-01-01 13:30:00,1.30891,1.31052,1.31052,1.31052
2024-01-01 13:35:00,1.31052,1.31222,1.31222,1.31222
2024-01-01 13:40:00,1.31222,1.314,1.314,1.314
2024-01-01 13:45:00,1.314,1.31586,1.31586,1.31586
2024-01-01 13:50:00,1.31586,1.31776,1.31776,1.31776
2024-01-01 13:55:00,1.31776,1.31972,1.31972,1.31972
2024-01-01 14:00:00,1.3217,1.3217,1.3217,1.3217
2024-01-01 14:05:00,1.3217,1.32369,1.32369,1.32369
2024-01-01 14:10:00,1.32369,1.32569,1.32569,1.32569
2024-01-01 14:15:00,1.32569,1.32768,1.32768,1.32768
2024-01-01 14:20:00,1.32768,1.32964,1.32964,1.32964
2024-01-01 14:25:00,1.32964,1.33156,1.33156,1.33156
2024-01-01 14:30:00,1.33156,1.33343,1.33343,1.33343
2024-01-01 14:35:00,1.33343,1.33524,1.33524,1.33524
2024-01-01 14:40:00,1.33524,1.33696,1.33696,1.33696
2024-01-01 14:45:00,1.33696,1.3386,1.3386,1.3386
2024-01-01 14:50:00,1.3386,1.34014,1.34014,1.34014
2024-01-01 14:55:00,1.34014,1.34156,1.34156,1.34156
2024-01-01 15:00:00,1.34286,1.34286,1.34286,1.34286
2024-01-01 15:05:00,1.34286,1.34403,1.34403,1.34403
2024-01-01 15:10:00,1.34403,1.34506,1.34506,1.34506
2024-01-01 15:15:00,1.34506,1.34594,1.34594,1.34594
2024-01-01 15:20:00,1.34594,1.34667,1.34667,1.34667
2024-01-01 15:25:00,1.34667,1.34725,1.34725,1.34725
2024-01-01 15:30:00,1.34725,1.34766,1.34766,1.34766
2024-01-01 15:35:00,1.34766,1.34791,1.34791,1.34791
2024-01-01 15:40:00,1.34791,1.34799,1.34799,1.34799
2024-01-01 15:45:00,1.34799,1.34791,1.34791,1.34791
2024-01-01 15:50:00,1.34791,1.34766,1.34766,1.34766
2024-01-01 15:55:00,1.34766,1.34724,1.34724,1.34724
2024-01-01 16:00:00,1.34667,1.34667,1.34667,1.34667
2024-01-01 16:05:00,1.34667,1.34594,1.34594,1.34594
2024-01-01 16:10:00,1.34594,1.34505,1.34505,1.34505
2024-01-01 16:15:00,1.34505,1.34402,1.34402,1.34402
2024-01-01 16:20:00,1.34402,1.34285,1.34285,1.34285
2024-01-01 16:25:00,1.34285,1.34155,1.34155,1.34155
2024-01-01 16:30:00,1.34155,1.34012,1.34012,1.34012
2024-01-01 16:35:00,1.34012,1.33859,1.33859,1.33859
2024-01-01 16:40:00,1.33859,1.33695,1.33695,1.33695
2024-01-01 16:45:00,1.33695,1.33522,1.33522,1.33522
2024-01-01 16:50:00,1.33522,1.33342,1.33342,1.33342
2024-01-01 16:55:00,1.33342,1.33155,1.33155,1.33155
2024-01-01 17:00:00,1.32962,1.32962,1.32962,1.32962
2024-01-01 17:05:00,1.32962,1.32766,1.32766,1.32766
2024-01-01 17:10:00,1.32766,1.32568,1.32568,1.32568
2024-01-01 17:15:00,1.32568,1.32368,1.32368,1.32368
2024-01-01 17:20:00,1.32368,1.32168,1.32168,1.32168
2024-01-01 17:25:00,1.32168,1.3197,1.3197,1.3197
2024-01-01 17:30:00,1.3197,1.31775,1.31775,1.31775
2024-01-01 17:35:00,1.31775,1.31584,1.31584,1.31584
2024-01-01 17:40:00,1.31584,1.31399,1.31399,1.31399
2024-01-01 17:45:00,1.31399,1.31221,1.31221,1.31221
2024-01-01 17:50:00,1.31221,1.31051,1.31051,1.31051
2024-01-01 17:55:00,1.31051,1.3089,1.3089,1.3089
2024-01-01 18:00:00,1.3074,1.3074,1.3074,1.3074
2024-01-01 18:05:00,1.3074,1.30601,1.30601,1.30601
2024-01-01 18:10:00,1.30601,1.30475,1.30475,1.30475
2024-01-01 18:15:00,1.30475,1.30362,1.30362,1.30362
2024-01-01 18:20:00,1.30362,1.30263,1.30263,1.30263
2024-01-01 18:25:00,1.30263,1.30179,1.30179,1.30179
2024-01-01 18:30:00,1.30179,1.30111,1.30111,1.30111
2024-01-01 18:35:00,1.30111,1.30058,1.30058,1.30058
2024-01-01 18:40:00,1.30058,1.30022,1.30022,1.30022
2024-01-01 18:45:00,1.30022,1.30002,1.30002,1.30002
2024-01-01 18:50:00,1.30002,1.29999,1.29999,1.29999
2024-01-01 18:55:00,1.29999,1.30012,1.30012,1.30012
2024-01-01 19:00:00,1.30042,1.30042,1.30042,1.30042
2024-01-01 19:05:00,1.30042,1.30088,1.30088,1.30088
2024-01-01 19:10:00,1.30088,1.30151,1.30151,1.30151
2024-01-01 19:15:00,1.30151,1.30229,1.30229,1.30229
2024-01-01 19:20:00,1.30229,1.30322,1.30322,1.30322
2024-01-01 19:25:00,1.30322,1.30429,1.30429,1.30429
2024-01-01 19:30:00,1.30429,1.3055,1.3055,1.3055
2024-01-01 19:35:00,1.3055,1.30684,1.30684,1.30684
2024-01-01 19:40:00,1.30684,1.3083,1.3083,1.3083
2024-01-01 19:45:00,1.3083,1.30987,1.30987,1.30987
2024-01-01 19:50:00,1.30987,1.31153,1.31153,1.31153
2024-01-01 19:55:00,1.31153,1.31328,1.31328,1.31328
2024-01-01 20:00:00,1.31511,1.31511,1.31511,1.31511
2024-01-01 20:05:00,1.31511,1.317,1.317,1.317
2024-01-01 20:10:00,1.317,1.31893,1.31893,1.31893
2024-01-01 20:15:00,1.31893,1.32091,1.32091,1.32091
2024-01-01 20:20:00,1.32091,1.3229,1.3229,1.3229
2024-01-01 20:25:00,1.3229,1.3249,1.3249,1.3249
2024-01-01 20:30:00,1.3249,1.32689,1.32689,1.32689
2024-01-01 20:35:00,1.32689,1.32886,1.32886,1.32886
2024-01-01 20:40:00,1.32886,1.3308,1.3308,1.3308
2024-01-01 20:45:00,1.3308,1.3327,1.3327,1.3327
2024-01-01 20:50:00,1.3327,1.33453,1.33453,1.33453
2024-01-01 20:55:00,1.33453,1.33629,1.33629,1.33629
2024-01-01 21:00:00,1.33796,1.33796,1.33796,1.33796
2024-01-01 21:05:00,1.33796,1.33954,1.33954,1.33954
2024-01-01 21:10:00,1.33954,1.34101,1.34101,1.34101
2024-01-01 21:15:00,1.34101,1.34236,1.34236,1.34236
2024-01-01 21:20:00,1.34236,1.34358,1.34358,1.34358
2024-01-01 21:25:00,1.34358,1.34467,1.34467,1.34467
2024-01-01 21:30:00,1.34467,1.34561,1.34561,1.34561
2024-01-01 21:35:00,1.34561,1.3464,1.3464,1.3464
2024-01-01 21:40:00,1.3464,1.34704,1.34704,1.34704
2024-01-01 21:45:00,1.34704,1.34752,1.34752,1.34752
2024-01-01 21:50:00,1.34752,1.34783,1.34783,1.34783
2024-01-01 21:55:00,1.34783,1.34798,1.34798,1.34798
2024-01-01 22:00:00,1.34796,1.34796,1.34796,1.34796
2024-01-01 22:05:00,1.34796,1.34778,1.34778,1.34778
2024-01-01 22:10:00,1.34778,1.34743,1.34743,1.34743
2024-01-01 22:15:00,1.34743,1.34692,1.34692,1.34692
2024-01-01 22:20:00,1.34692,1.34625,1.34625,1.34625
2024-01-01 22:25:00,1.34625,1.34542,1.34542,1.34542
2024-01-01 22:30:00,1.34542,1.34445,1.34445,1.34445
2024-01-01 22:35:00,1.34445,1.34333,1.34333,1.34333
2024-01-01 22:40:00,1.34333,1.34208,1.34208,1.34208
2024-01-01 22:45:00,1.34208,1.3407,1.3407,1.3407
2024-01-01 22:50:00,1.3407,1.33921,1.33921,1.33921
2024-01-01 22:55:00,1.33921,1.33761,1.33761,1.33761
2024-01-01 23:00:00,1.33592,1.33592,1.33592,1.33592
2024-01-01 23:05:00,1.33592,1.33415,1.33415,1.33415
2024-01-01 23:10:00,1.33415,1.3323,1.3323,1.3323
2024-01-01 23:15:00,1.3323,1.3304,1.3304,1.3304
2024-01-01 23:20:00,1.3304,1.32845,1.32845,1.32845
2024-01-01 23:25:00,1.32845,1.32647,1.32647,1.32647
2024-01-01 23:30:00,1.32647,1.32447,1.32447,1.32447
2024-01-01 23:35:00,1.32447,1.32247,1.32247,1.32247
2024-01-01 23:40:00,1.32247,1.32048,1.32048,1.32048
2024-01-01 23:45:00,1.32048,1.31852,1.31852,1.31852
2024-01-01 23:50:00,1.31852,1.31659,1.31659,1.31659
2024-01-01 23:55:00,1.31659,1.31472,1.31472,1.31472
2024-01-02 00:00:00,1.31291,1.31291,1.31291,1.31291
2024-01-02 00:05:00,1.31291,1.31117,1.31117,1.31117
2024-01-02 00:10:00,1.31117,1.30953,1.30953,1.30953
2024-01-02 00:15:00,1.30953,1.30798,1.30798,1.30798
2024-01-02 00:20:00,1.30798,1.30655,1.30655,1.30655
2024-01-02 00:25:00,1.30655,1.30523,1.30523,1.30523
2024-01-02 00:30:00,1.30523,1.30405,1.30405,1.30405
2024-01-02 00:35:00,1.30405,1.30301,1.30301,1.30301
2024-01-02 00:40:00,1.30301,1.30211,1.30211,1.30211
2024-01-02 00:45:00,1.30211,1.30136,1.30136,1.30136
2024-01-02 00:50:00,1.30136,1.30077,1.30077,1.30077
2024-01-02 00:55:00,1.30077,1.30034,1.30034,1.30034
2024-01-02 01:00:00,1.30008,1.30008,1.30008,1.30008
2024-01-02 01:05:00,1.30008,1.29998,1.29998,1.29998
2024-01-02 01:10:00,1.29998,1.30005,1.30005,1.30005
2024-01-02 01:15:00,1.30005,1.30028,1.30028,1.30028
2024-01-02 01:20:00,1.30028,1.30068,1.30068,1.30068
2024-01-02 01:25:00,1.30068,1.30124,1.30124,1.30124
2024-01-02 01:30:00,1.30124,1.30196,1.30196,1.30196
2024-01-02 01:35:00,1.30196,1.30283,1.30283,1.30283
2024-01-02 01:40:00,1.30283,1.30385,1.30385,1.30385
2024-01-02 01:45:00,1.30385,1.30501,1.30501,1.30501
2024-01-02 01:50:00,1.30501,1.30629,1.30629,1.30629
2024-01-02 01:55:00,1.30629,1.30771,1.30771,1.30771
2024-01-02 02:00:00,1.30923,1.30923,1.30923,1.30923
2024-01-02 02:05:00,1.30923,1.31086,1.31086,1.31086
2024-01-02 02:10:00,1.31086,1.31258,1.31258,1.31258
2024-01-02 02:15:00,1.31258,1.31438,1.31438,1.31438
2024-01-02 02:20:00,1.31438,1.31624,1.31624,1.31624
2024-01-02 02:25:00,1.31624,1.31816,1.31816,1.31816
2024-01-02 02:30:00,1.31816,1.32012,1.32012,1.32012
2024-01-02 02:35:00,1.32012,1.3221,1.3221,1.3221
2024-01-02 02:40:00,1.3221,1.3241,1.3241,1.3241
2024-01-02 02:45:00,1.3241,1.3261,1.3261,1.3261
2024-01-02 02:50:00,1.3261,1.32808,1.32808,1.32808
2024-01-02 02:55:00,1.32808,1.33004,1.33004,1.33004
2024-01-02 03:00:00,1.33195,1.33195,1.33195,1.33195
2024-01-02 03:05:00,1.33195,1.33381,1.33381,1.33381
2024-01-02 03:10:00,1.33381,1.3356,1.3356,1.3356
2024-01-02 03:15:00,1.3356,1.33731,1.33731,1.33731
2024-01-02 03:20:00,1.33731,1.33892,1.33892,1.33892
2024-01-02 03:25:00,1.33892,1.34043,1.34043,1.34043
2024-01-02 03:30:00,1.34043,1.34183,1.34183,1.34183
2024-01-02 03:35:00,1.34183,1.34311,1.34311,1.34311
2024-01-02 03:40:00,1.34311,1.34425,1.34425,1.34425
2024-01-02 03:45:00,1.34425,1.34525,1.34525,1.34525
2024-01-02 03:50:00,1.34525,1.3461,1.3461,1.3461
2024-01-02 03:55:00,1.3461,1.3468,1.3468,1.3468
2024-01-02 04:00:00,1.34735,1.34735,1.34735,1.34735
2024-01-02 04:05:00,1.34735,1.34773,1.34773,1.34773
2024-01-02 04:10:00,1.34773,1.34794,1.34794,1.34794
2024-01-02 04:15:00,1.34794,1.34799,1.34799,1.34799
2024-01-02 04:20:00,1.34799,1.34787,1.34787,1.34787
2024-01-02 04:25:00,1.34787,1.34759,1.34759,1.34759
2024-01-02 04:30:00,1.34759,1.34714,1.34714,1.34714
2024-01-02 04:35:00,1.34714,1.34653,1.34653,1.34653
2024-01-02 04:40:00,1.34653,1.34577,1.34577,1.34577
2024-01-02 04:45:00,1.34577,1.34485,1.34485,1.34485
2024-01-02 04:50:00,1.34485,1.34379,1.34379,1.34379
2024-01-02 04:55:00,1.34379,1.34259,1.34259,1.34259
2024-01-02 05:00:00,1.34127,1.34127,1.34127,1.34127
2024-01-02 05:05:00,1.34127,1.33982,1.33982,1.33982
2024-01-02 05:10:00,1.33982,1.33826,1.33826,1.33826
2024-01-02 05:15:00,1.33826,1.33661,1.33661,1.33661
2024-01-02 05:20:00,1.33661,1.33486,1.33486,1.33486
2024-01-02 05:25:00,1.33486,1.33304,1.33304,1.33304
2024-01-02 05:30:00,1.33304,1.33116,1.33116,1.33116
2024-01-02 05:35:00,1.33116,1.32923,1.32923,1.32923
2024-01-02 05:40:00,1.32923,1.32726,1.32726,1.32726
2024-01-02 05:45:00,1.32726,1.32527,1.32527,1.32527
2024-01-02 05:50:00,1.32527,1.32327,1.32327,1.32327
2024-01-02 05:55:00,1.32327,1.32127,1.32127,1.32127
2024-01-02 06:00:00,1.3193,1.3193,1.3193,1.3193
2024-01-02 06:05:00,1.3193,1.31735,1.31735,1.31735
2024-01-02 06:10:00,1.31735,1.31546,1.31546,1.31546
2024-01-02 06:15:00,1.31546,1.31362,1.31362,1.31362
2024-01-02 06:20:00,1.31362,1.31185,1.31185,1.31185
2024-01-02 06:25:00,1.31185,1.31017,1.31017,1.31017
2024-01-02 06:30:00,1.31017,1.30858,1.30858,1.30858
2024-01-02 06:35:00,1.30858,1.3071,1.3071,1.3071
2024-01-02 06:40:00,1.3071,1.30574,1.30574,1.30574
2024-01-02 06:45:00,1.30574,1.30451,1.30451,1.30451
2024-01-02 06:50:00,1.30451,1.30341,1.30341,1.30341
2024-01-02 06:55:00,1.30341,1.30245,1.30245,1.30245
2024-01-02 07:00:00,1.30164,1.30164,1.30164,1.30164
2024-01-02 07:05:00,1.30164,1.30099,1.30099,1.30099
2024-01-02 07:10:00,1.30099,1.30049,1.30049,1.30049
2024-01-02 07:15:00,1.30049,1.30016,1.30016,1.30016
2024-01-02 07:20:00,1.30016,1.3,1.3,1.3
2024-01-02 07:25:00,1.3,1.3,1.3,1.3
2024-01-02 07:30:00,1.3,1.30017,1.30017,1.30017
2024-01-02 07:35:00,1.30017,1.3005,1.3005,1.3005
2024-01-02 07:40:00,1.3005,1.301,1.301,1.301
2024-01-02 07:45:00,1.301,1.30165,1.30165,1.30165
2024-01-02 07:50:00,1.30165,1.30246,1.30246,1.30246
2024-01-02 07:55:00,1.30246,1.30342,1.30342,1.30342
2024-01-02 08:00:00,1.30453,1.30453,1.30453,1.30453
2024-01-02 08:05:00,1.30453,1.30577,1.30577,1.30577
2024-01-02 08:10:00,1.30577,1.30713,1.30713,1.30713
2024-01-02 08:15:00,1.30713,1.30861,1.30861,1.30861
2024-01-02 08:20:00,1.30861,1.3102,1.3102,1.3102
2024-01-02 08:25:00,1.3102,1.31188,1.31188,1.31188
2024-01-02 08:30:00,1.31188,1.31365,1.31365,1.31365
2024-01-02 08:35:00,1.31365,1.31549,1.31549,1.31549
2024-01-02 08:40:00,1.31549,1.31739,1.31739,1.31739
2024-01-02 08:45:00,1.31739,1.31933,1.31933,1.31933
2024-01-02 08:50:00,1.31933,1.32131,1.32131,1.32131
2024-01-02 08:55:00,1.32131,1.3233,1.3233,1.3233
2024-01-02 09:00:00,1.3253,1.3253,1.3253,1.3253
2024-01-02 09:05:00,1.3253,1.3273,1.3273,1.3273
2024-01-02 09:10:00,1.3273,1.32926,1.32926,1.32926
2024-01-02 09:15:00,1.32926,1.33119,1.33119,1.33119
2024-01-02 09:20:00,1.33119,1.33308,1.33308,1.33308
2024-01-02 09:25:00,1.33308,1.33489,1.33489,1.33489
2024-01-02 09:30:00,1.33489,1.33664,1.33664,1.33664
2024-01-02 09:35:00,1.33664,1.33829,1.33829,1.33829
2024-01-02 09:40:00,1.33829,1.33984,1.33984,1.33984
2024-01-02 09:45:00,1.33984,1.34129,1.34129,1.34129
2024-01-02 09:50:00,1.34129,1.34262,1.34262,1.34262
2024-01-02 09:55:00,1.34262,1.34381,1.34381,1.34381
2024-01-02 10:00:00,1.34487,1.34487,1.34487,1.34487
2024-01-02 10:05:00,1.34487,1.34578,1.34578,1.34578
2024-01-02 10:10:00,1.34578,1.34654,1.34654,1.34654
2024-01-02 10:15:00,1.34654,1.34715,1.34715,1.34715
2024-01-02 10:20:00,1.34715,1.34759,1.34759,1.34759
2024-01-02 10:25:00,1.34759,1.34788,1.34788,1.34788
2024-01-02 10:30:00,1.34788,1.34799,1.34799,1.34799
2024-01-02 10:35:00,1.34799,1.34794,1.34794,1.34794
2024-01-02 10:40:00,1.34794,1.34772,1.34772,1.34772
2024-01-02 10:45:00,1.34772,1.34734,1.34734,1.34734
2024-01-02 10:50:00,1.34734,1.34679,1.34679,1.34679
2024-01-02 10:55:00,1.34679,1.34609,1.34609,1.34609
2024-01-02 11:00:00,1.34523,1.34523,1.34523,1.34523
2024-01-02 11:05:00,1.34523,1.34423,1.34423,1.34423
2024-01-02 11:10:00,1.34423,1.34309,1.34309,1.34309
2024-01-02 11:15:00,1.34309,1.34181,1.34181,1.34181
